id,to,from,label
E7597,2311,1635,0
E9605,2578,2507,0
E7215,983,2055,0
E8509,556,1685,1
E3843,2633,2503,1
E9046,1788,925,1
E1302,1205,1852,1
E8364,1300,1653,0
E10601,2398,2186,1
E6114,521,1298,1
E3758,2578,2280,0
E1039,1127,1415,0
E7619,692,354,1
E4115,1837,487,1
E2708,1865,8,0
E2242,1911,2319,0
E10240,2531,699,0
E422,1556,1989,0
E5984,1212,118,1
E9376,1248,861,0
E6513,822,1560,0
E9570,131,2303,0
E1364,1811,1631,0
E6068,673,2171,0
E3018,549,963,1
E3864,226,2184,1
E9399,20,895,0
E1561,1537,2607,1
E9112,744,1959,1
E10662,701,774,0
E4197,1678,893,0
E4919,972,673,1
E6683,1326,1377,0
E3507,2245,1503,1
E6819,908,2205,0
E6977,2253,1945,1
E6128,1481,2266,1
E8506,507,2489,1
E9753,1724,2388,1
E9427,2225,1763,0
E4864,1536,1977,0
E7985,684,2470,1
E4823,2403,2560,0
E4761,577,1830,0
E2965,2285,177,0
E7816,562,1468,1
E4164,1962,218,0
E8543,2112,2412,1
E1758,498,1610,0
E2101,24,1694,1
E8049,1083,1771,0
E3036,1388,1926,0
E8476,2266,2355,0
E6794,528,2465,0
E6954,478,2329,1
E1427,275,1420,1
E3598,1122,897,1
E5437,414,304,1
E1210,2523,196,0
E6579,1170,230,0
E5603,13,303,1
E5214,1412,1094,1
E6062,146,17,1
E2404,1211,1823,0
E6059,1351,716,0
E8343,849,224,1
E3587,552,29,1
E8983,1712,2691,1
E1663,1155,1157,1
E7378,2290,296,0
E10074,2556,1555,1
E2674,249,1812,0
E8829,356,2465,1
E8238,2156,1374,0
E4338,1032,427,0
E5761,1363,8,1
E3433,1032,1935,0
E6296,245,506,1
E8164,690,2347,0
E7711,116,347,1
E5113,1490,1347,0
E3362,2430,222,0
E9975,2009,2156,1
E7997,1819,840,1
E682,2389,1821,0
E1271,1568,999,1
E10757,692,1483,1
E10517,1167,1655,0
E5560,1015,663,1
E9158,7,1005,1
E6430,1912,1778,0
E1456,2397,1848,0
E8590,1685,914,1
E4717,2364,246,0
E2612,978,344,0
E9356,1515,588,0
E7352,1306,1521,1
E3139,921,457,1
E4855,517,2416,1
E1410,2000,1789,0
E6753,220,1540,1
E5566,2648,841,1
E2559,476,2036,0
E6709,171,2396,1
E5864,2478,2666,0
E8740,2260,2384,1
E6552,484,2046,0
E10850,256,2043,0
E10435,212,1995,0
E6408,1945,1103,0
E283,1407,2310,0
E39,1952,1486,1
E7527,1800,1412,1
E5423,1400,1027,1
E8615,695,2522,0
E4127,1582,2439,0
E7631,1966,2659,1
E10786,2637,301,1
E10646,2405,387,1
E8817,953,1455,1
E2488,1691,1732,0
E758,1077,38,0
E10683,2202,942,0
E3509,2080,2216,0
E4734,1495,1510,1
E10508,1574,2233,0
E8381,1000,739,0
E6344,1318,589,0
E2344,796,2237,0
E2277,1107,2594,1
E717,1384,916,1
E740,2695,2244,1
E730,358,1987,0
E5479,1688,2483,0
E5457,1360,2140,0
E6719,49,1030,0
E7807,1069,113,0
E10353,183,610,1
E4939,1535,2344,0
E8427,2503,1518,0
E6849,565,206,0
E3027,253,1215,0
E568,2267,831,0
E3377,1067,1117,1
E7738,2214,5,0
E2535,830,1617,1
E2012,1657,2455,0
E776,1421,496,1
E3049,680,1928,0
E8130,632,2564,0
E1417,1136,2020,1
E5900,2617,700,1
E7488,715,1007,1
E9509,2236,2037,1
E8242,2205,15,1
E3652,174,593,0
E2346,2104,6,0
E4458,2269,252,0
E6441,2592,894,0
E5780,2251,1495,0
E1372,112,104,0
E5022,2616,2654,0
E10745,1155,2094,1
E1653,696,1790,0
E3677,1424,2535,0
E4644,2636,86,0
E4282,970,1970,0
E4087,1774,791,0
E9500,693,762,1
E1426,1388,1056,1
E1327,2518,1141,0
E4636,1481,1988,1
E1647,189,2426,1
E10493,2439,399,1
E2518,1310,2419,0
E4174,1703,1325,0
E8329,1246,2348,1
E7937,99,2199,1
E5006,1952,2635,1
E8526,1971,2608,1
E10731,2645,2381,1
E9472,2095,1713,0
E2472,370,2455,1
E536,1289,2481,1
E9132,763,243,1
E9900,851,1304,1
E2081,2676,1108,0
E1834,2008,317,0
E3130,2158,71,0
E6742,2185,159,1
E4648,90,2139,0
E8940,1670,2273,0
E2096,1050,93,0
E1968,1535,1398,0
E3384,1508,230,0
E1094,61,1726,1
E948,672,1011,0
E3606,2450,2120,1
E7257,1254,1594,1
E5949,2476,741,0
E9489,477,1665,0
E8153,552,2090,0
E7673,1605,2204,0
E9987,65,1945,0
E2720,356,2665,0
E5786,278,1023,0
E8352,1959,1929,0
E4744,2239,1558,1
E1357,2348,296,1
E1857,807,2588,0
E7396,2318,1844,0
E5249,1025,2359,1
E2865,2146,377,1
E7099,966,2267,1
E7281,2166,2164,0
E4045,2344,230,0
E405,431,1774,0
E3445,1121,1546,0
E1739,134,1942,0
E5554,896,17,1
E4825,826,756,0
E6165,507,491,1
E6985,648,1599,0
E967,189,1660,1
E1343,283,1947,0
E9398,932,1502,0
E3070,2630,1811,0
E10512,2581,2095,1
E5267,517,850,0
E9273,2574,1673,0
E8088,1254,361,0
E7047,1458,1291,1
E5016,873,2608,0
E4993,1346,491,1
E9091,1212,2277,1
E9960,2482,62,0
E9952,999,2476,0
E9999,2611,2314,1
E10401,1819,2242,1
E266,1539,569,0
E9438,1447,2607,1
E1660,2239,545,0
E4591,2028,2619,0
E6660,1781,1037,0
E10579,1086,1639,1
E9191,1887,2696,1
E9780,1955,2130,0
E7609,2138,2368,0
E6768,2198,1339,1
E946,1587,1766,0
E4838,2107,1556,0
E4612,42,1274,1
E10105,2208,1283,1
E8747,2229,83,1
E6072,1953,2258,1
E4187,170,1848,0
E1943,641,1403,1
E4555,2471,2155,0
E8749,1530,647,0
E4254,1299,618,1
E267,1367,2299,0
E3703,2033,1855,1
E4025,145,683,1
E7698,1878,1861,0
E2263,2137,173,1
E298,1057,1858,0
E3580,1018,1717,0
E8676,1038,2660,1
E704,1256,1300,0
E7739,1053,1345,1
E2602,1352,1098,1
E657,1740,2206,0
E10275,572,1095,1
E5248,1210,2697,1
E5710,85,2067,0
E609,906,2464,0
E1438,2382,866,1
E9762,1926,124,1
E8663,2018,234,0
E1783,2384,817,1
E8315,1739,1470,0
E7753,2298,791,1
E7098,2380,1354,0
E7238,1353,2646,1
E2255,418,45,1
E7440,2581,474,1
E9331,1013,1316,1
E4309,2078,1403,1
E1058,2590,1523,1
E8937,1451,552,0
E7600,1537,155,1
E6609,593,469,0
E8640,1876,1949,0
E8466,289,1063,0
E5483,1789,2383,0
E9585,2074,2126,1
E6923,484,1010,1
E10225,1516,1044,0
E2314,2026,257,0
E9836,550,2119,1
E9057,1710,2392,0
E6494,1865,1576,0
E707,2070,2192,0
E9040,911,670,1
E2327,1685,621,1
E6948,2104,712,1
E10203,1819,34,1
E5183,396,1666,1
E8382,2093,625,0
E7886,45,1493,0
E6363,1649,1704,0
E8934,1191,493,0
E3123,473,177,0
E1703,1383,1220,1
E10539,383,1712,1
E8282,313,792,0
E7525,1944,1233,0
E7960,1199,2444,0
E7799,2057,465,0
E662,526,1181,1
E3650,1383,612,1
E2637,749,186,1
E7208,2414,507,0
E6902,2429,1145,0
E9019,1511,1102,1
E9761,1956,873,1
E7148,2470,1563,0
E3708,2510,1051,0
E6879,1422,318,0
E7269,1155,76,1
E8081,2615,1691,0
E3058,1281,1820,1
E7046,209,1260,1
E9832,1054,2120,1
E9892,54,1289,1
E5236,2481,2248,0
E2858,1680,408,1
E1718,468,1718,0
E6434,1807,1382,1
E7649,2286,1154,1
E9361,1486,683,0
E5515,354,241,1
E8986,173,1196,0
E7018,1970,225,1
E7140,2432,845,1
E7471,1384,1181,1
E299,1789,218,1
E9743,1718,191,0
E10184,4,2304,0
E6101,1810,2251,0
E10392,2257,1084,0
E2942,449,1554,1
E9322,681,1266,1
E1141,1491,2416,0
E5274,1025,771,1
E10083,280,738,1
E10766,755,2127,0
E9284,961,1420,0
E9549,1459,1724,0
E432,2265,530,1
E821,2563,777,0
E10609,2392,2547,0
E6042,1788,191,1
E9471,1020,1372,0
E7946,1996,1120,0
E5431,2235,2603,1
E3586,2546,2579,1
E6423,889,1839,0
E4892,78,158,0
E7092,583,1058,1
E8569,1383,109,1
E3404,754,1287,1
E6982,1514,1008,0
E573,2515,130,0
E10677,294,1263,1
E6447,914,387,0
E4320,806,1807,0
E40,1091,365,0
E10817,2025,2332,0
E1732,2229,157,1
E872,512,2697,1
E10141,74,1031,1
E10811,122,1759,1
E3589,1133,2602,0
E10494,1402,2146,0
E8853,1358,1532,0
E8056,1826,247,1
E5833,935,2525,1
E8654,2344,1452,0
E3323,2668,959,0
E1092,2508,164,1
E528,1246,881,1
E8399,2145,281,0
E1661,660,1896,0
E5245,490,1051,0
E5617,1184,1516,1
E4035,2086,1649,1
E7632,394,15,0
E6184,1291,848,0
E10546,1019,692,0
E2968,1140,1396,1
E2493,789,608,0
E2573,747,1699,1
E2304,607,2515,1
E4986,2450,470,1
E917,2062,503,1
E9439,1195,2066,0
E14,2074,1091,1
E2615,1814,2374,0
E5944,1286,147,0
E6171,2507,1036,1
E1930,1979,1542,0
E2937,1369,1426,1
E10564,2327,195,1
E9354,402,1031,0
E5094,1788,762,1
E653,1275,1340,0
E5359,1063,2413,0
E8229,2384,167,1
E6287,2664,1351,0
E5799,2404,865,1
E2825,984,112,0
E5736,1414,1224,0
E7083,1753,2614,0
E8508,594,1309,0
E10600,1946,317,1
E2397,2356,326,1
E6778,2297,186,0
E73,1690,2513,1
E9632,763,2576,1
E10432,566,1950,0
E5439,1833,2204,1
E5239,661,270,1
E1144,717,1613,0
E2163,1940,909,1
E5130,2366,133,0
E4280,1913,1734,1
E1543,607,1460,1
E2469,705,1367,0
E10575,2606,1525,1
E3193,1054,1559,0
E10001,505,171,0
E2237,617,1348,0
E2058,2583,1788,0
E681,1087,1137,0
E5009,2687,2024,0
E6461,2432,1237,1
E2206,2062,4,1
E453,1841,702,1
E6342,70,2479,1
E5861,1353,779,1
E5722,1337,348,0
E3108,2255,1034,0
E9228,2030,1403,0
E7916,453,552,1
E5370,546,1395,1
E6733,141,1558,1
E8,2617,732,1
E9540,1546,1755,0
E3553,207,1743,1
E394,1510,269,0
E9460,1281,123,1
E2200,131,1072,1
E3953,2179,414,0
E4418,1755,899,0
E435,1756,2688,1
E5923,2038,455,0
E4903,1495,1501,0
E4569,244,1120,1
E240,1716,2554,0
E3320,1625,2020,0
E4938,2032,2419,1
E6057,527,2,0
E10370,2695,1375,1
E6520,2450,1220,1
E10219,1145,259,0
E5366,2036,923,0
E7085,2214,1434,0
E734,90,2480,1
E9223,124,843,1
E8565,2438,1573,1
E9821,2511,1792,0
E5184,1136,1203,1
E9484,1032,583,0
E6706,1558,2399,1
E8387,1625,1695,0
E2591,209,1441,1
E1294,2603,151,0
E4652,275,1199,1
E5492,1002,727,1
E7742,1440,1506,1
E3865,2507,2243,1
E9746,1768,2102,0
E8400,2693,1133,0
E1474,1788,2582,1
E9498,1757,2214,1
E994,1691,137,0
E8306,2579,2113,1
E2355,990,207,0
E6396,2527,2064,1
E8163,1976,431,1
E5060,420,2073,1
E2110,1411,2450,0
E8628,1445,2455,0
E3035,2507,228,1
E5783,932,992,0
E1483,351,1094,1
E5950,1948,1738,0
E2872,446,1277,0
E3803,1311,952,1
E9744,2229,2662,1
E9652,2634,760,1
E3588,767,1407,1
E9890,99,2409,1
E3145,588,1896,0
E6521,1834,2268,0
E10064,1241,1888,0
E5748,2139,157,0
E4151,141,536,1
E8232,1958,1168,1
E3934,2058,1420,0
E10333,1019,173,1
E5532,1952,2297,1
E6811,554,1684,1
E10437,1296,1009,0
E6873,212,930,0
E6916,183,1172,1
E10321,2614,1840,0
E3908,2590,1359,1
E3019,528,1968,1
E1227,1380,155,1
E4291,767,1449,1
E9142,145,797,1
E8361,309,1128,1
E862,1531,1902,0
E5971,385,2213,1
E4927,1139,25,0
E10214,2468,818,0
E8895,1830,2284,0
E6813,1621,1177,0
E3974,2049,1749,1
E6891,825,2464,1
E836,832,1392,1
E7030,209,2244,1
E4058,504,2428,1
E8873,132,1638,0
E2616,1806,1979,0
E6163,2394,455,0
E924,444,1867,1
E4637,2100,405,1
E4900,2375,1698,1
E1945,1196,509,0
E9246,2261,957,1
E9263,850,1066,0
E4932,2536,704,0
E297,884,1057,1
E174,169,1650,1
E8735,1927,2472,0
E6565,1685,2429,1
E1787,1424,940,0
E3005,2381,2433,0
E1688,1762,1570,0
E8803,1458,1913,0
E3510,789,910,0
E5877,1985,2647,0
E5045,2654,887,0
E5303,1756,814,1
E630,1002,1580,1
E5005,344,311,0
E9116,1058,1463,0
E1344,2559,2186,0
E1234,2688,968,0
E1035,556,1819,1
E7116,283,1982,1
E1347,2269,79,1
E44,763,982,1
E6889,2623,1777,1
E9843,2322,873,1
E2290,378,1118,0
E10816,631,2426,0
E1509,2262,400,1
E7758,1592,2500,1
E2984,1288,2474,1
E2645,2187,1169,0
E9259,1574,1144,1
E7949,658,875,0
E3885,2360,1147,0
E2247,1953,2410,1
E1088,1118,2473,1
E2553,2242,542,1
E3896,2616,1925,0
E8015,552,1357,0
E1854,676,1498,1
E5064,2314,1428,0
E10039,287,1278,0
E8243,1330,648,0
E3006,74,2187,0
E9955,2014,21,0
E5203,121,1745,0
E8162,875,1315,0
E9464,2649,476,0
E6415,354,122,1
E5017,2224,1842,1
E4389,532,1812,0
E7384,2187,1559,1
E1236,1481,1163,1
E2148,1266,1053,0
E5123,2136,1462,0
E6673,661,2603,1
E5546,1403,2451,0
E5188,1795,668,0
E1145,1760,1700,1
E8771,2345,40,1
E3040,1896,781,0
E7878,687,1134,0
E360,1866,41,0
E2294,1479,2292,1
E5623,1799,1475,1
E9592,2450,2615,1
E10630,2687,1798,0
E9192,1177,2655,0
E8503,19,1945,0
E433,1327,1475,0
E10284,354,408,1
E3434,2678,1768,0
E10542,1308,961,1
E1894,1983,2378,1
E9210,1898,1764,1
E4824,2360,2106,0
E9342,1071,1181,0
E2803,967,1009,1
E6934,242,628,1
E977,1960,348,0
E8653,2080,2207,0
E8622,749,1907,1
E4778,452,161,0
E8074,2450,1934,1
E10249,2420,487,0
E10424,1307,2554,1
E3702,2367,1146,1
E9717,1002,136,1
E4401,1136,305,1
E6174,353,1752,0
E4693,1503,1695,1
E6617,494,133,1
E4492,485,260,1
E7207,2114,561,1
E9800,2092,913,1
E10279,970,1128,1
E7518,130,2541,1
E8656,219,722,1
E7320,692,122,1
E7676,1473,2222,0
E10434,1921,1337,1
E3092,743,1410,0
E2625,1135,1127,1
E9974,2377,630,0
E9400,786,525,0
E9874,1966,867,0
E7586,71,1209,0
E6445,1067,1472,1
E3788,1642,1486,0
E56,1659,857,0
E1665,1349,2031,1
E643,749,1434,1
E9889,1949,2537,1
E3960,31,2079,0
E8534,1878,830,1
E4321,1508,876,0
E1277,604,1821,0
E6770,1206,1564,1
E1796,1345,1053,1
E5174,1973,338,1
E5179,210,1515,1
E6561,256,866,0
E2806,1311,1560,1
E8969,1175,575,0
E8655,586,811,0
E3127,2268,266,0
E10787,1870,182,1
E8905,24,1408,1
E2586,2043,1774,0
E77,2074,1754,1
E819,1659,2456,0
E1826,2587,1082,1
E8586,986,1806,0
E2981,1131,158,0
E8710,2031,724,0
E8868,2226,461,1
E10535,2348,1861,1
E4889,871,203,1
E1096,354,1332,1
E6203,1311,1603,1
E1556,2499,2219,1
E3559,1698,370,0
E45,1000,2039,1
E3458,115,1821,1
E4609,822,2653,0
E4737,2262,2457,1
E3241,1248,1416,0
E8765,239,2516,0
E7580,2573,634,1
E3221,2601,1287,1
E7925,1578,592,0
E9237,2353,172,1
E4577,946,2341,0
E4768,1021,722,0
E3871,2047,1418,0
E3676,2444,2297,0
E2592,2094,987,0
E585,1795,2408,0
E9457,2288,1380,0
E9660,959,534,0
E8900,2489,1938,1
E1835,1796,348,0
E9693,774,1960,1
E8008,1866,1147,1
E10650,2105,2256,1
E9749,2241,350,0
E5869,1062,1394,0
E4599,462,1367,0
E9445,2307,1009,1
E3868,239,2685,1
E141,1902,2643,1
E7764,1605,2502,1
E7720,1581,186,1
E5650,1867,1239,0
E2373,424,2242,0
E2689,1216,1555,0
E6650,220,2549,0
E7250,2558,1752,1
E9940,1098,1196,0
E6605,749,1208,1
E6972,510,168,1
E6952,324,109,1
E617,2027,1931,0
E10345,2450,2676,1
E3594,1383,1581,1
E5280,2558,713,1
E692,490,2449,1
E5329,2666,1924,0
E6641,2674,1906,0
E7472,1330,586,0
E8890,2298,605,1
E8497,1056,491,1
E3248,210,207,1
E6400,1206,1160,0
E4002,1994,1413,0
E307,2669,590,0
E5275,537,219,0
E7492,807,1356,0
E1529,822,2148,1
E428,1548,2069,0
E1309,1000,753,1
E4086,1638,1516,0
E4270,1303,175,0
E2885,520,1596,0
E8687,3,913,1
E7558,392,1314,1
E3306,1876,2129,1
E7936,2547,2624,0
E2021,920,2706,1
E10510,389,2017,0
E1003,1547,2660,1
E10310,2430,253,1
E4459,1944,971,0
E1734,1146,357,0
E9823,354,1202,1
E6324,1577,1100,0
E4440,551,1197,1
E9864,936,2129,1
E553,130,1462,0
E7403,354,439,1
E6689,189,1041,0
E926,1345,624,1
E9971,1675,1567,0
E5689,1640,1943,1
E6151,516,529,0
E5928,831,2144,0
E8961,273,1307,0
E8372,2380,1494,1
E8610,255,1351,0
E4753,12,1456,0
E1311,738,1473,1
E6460,928,846,0
E8985,2123,769,0
E8690,1474,2509,0
E6515,331,2271,0
E2389,2253,42,1
E2537,51,697,0
E2717,1231,1015,1
E10091,389,1318,1
E6752,110,2200,1
E5796,1760,2658,0
E7266,354,1849,1
E3933,2430,2606,1
E6119,2450,915,1
E341,489,894,0
E995,897,1838,1
E1436,2431,850,1
E4544,788,978,1
E1587,1819,415,1
E2711,2482,1601,1
E6169,1516,588,0
E3149,2398,965,0
E9432,481,666,0
E8799,2221,557,0
E6493,160,2403,1
E3912,2469,1385,0
E9617,1758,328,0
E4304,689,2255,0
E6275,1858,944,1
E9942,608,925,1
E7970,561,2426,0
E10808,680,1978,1
E6614,870,2150,1
E437,2645,2538,1
E10738,334,1825,1
E3341,2086,1100,1
E8268,2160,699,1
E1608,1855,729,1
E9650,1769,2022,1
E6150,1868,1088,1
E9844,1146,2469,0
E7024,77,896,0
E8573,554,1639,0
E5040,1138,345,0
E1051,987,905,0
E401,153,1362,0
E827,2521,1819,0
E9554,150,202,0
E10574,2464,1834,0
E10702,650,251,0
E10266,2626,1017,1
E10449,354,2494,1
E5947,294,1638,1
E3087,2029,1279,1
E10382,2199,287,0
E8053,345,113,1
E1988,697,21,1
E6130,1074,2337,0
E430,1563,2059,0
E5178,2049,730,1
E7244,278,2473,0
E6197,2423,1095,0
E5344,507,140,1
E8971,2445,753,1
E8816,2445,2039,1
E1843,384,59,0
E5511,354,1998,1
E3465,1822,1107,0
E10746,1040,1562,0
E10482,2226,2555,1
E2094,1305,1344,1
E2137,1819,47,1
E9271,1308,1723,1
E7952,572,598,1
E1565,1224,2386,0
E4376,2369,2628,0
E6259,874,1329,1
E9968,1799,2518,1
E8825,2553,436,1
E2068,2521,122,1
E8185,2414,1755,0
E6859,1384,548,1
E1406,1645,2343,0
E8525,1068,1983,1
E2211,1882,963,1
E4880,966,348,1
E8380,2438,2174,1
E10417,2107,461,0
E7734,958,2258,1
E629,1630,1190,1
E1492,1818,1246,0
E6549,822,1621,1
E4740,1514,188,0
E5432,318,887,0
E6257,2296,506,0
E4992,779,841,1
E6261,6,487,0
E4991,911,1710,1
E10125,2456,540,0
E10185,1898,2646,1
E7056,1012,1563,0
E8139,1291,584,1
E7822,398,2104,0
E6720,298,1700,0
E5311,155,2001,0
E2185,1819,2357,1
E4897,1944,1932,1
E1352,2578,1968,1
E8408,2609,28,0
E7439,2376,778,1
E6643,1503,2555,1
E9611,111,605,0
E7809,66,2526,1
E10836,1388,2245,1
E3211,2183,1370,0
E8022,2581,840,1
E645,61,1567,1
E6730,1924,328,1
E6265,1730,403,0
E1963,2421,1822,1
E2765,444,1253,1
E7031,742,564,1
E10346,2178,1270,1
E2962,407,236,0
E5390,452,1462,1
E3205,708,1781,0
E1903,1956,1098,1
E6586,619,796,0
E7696,2269,2443,1
E10541,2355,627,0
E8941,687,2004,1
E3531,975,999,1
E9788,2259,918,0
E2515,2581,1398,1
E1971,1720,2264,0
E3315,1863,633,0
E3836,2031,1313,1
E4916,1662,1059,0
E5031,1779,2456,1
E2410,311,2421,0
E5265,2378,1553,1
E6594,1946,1736,0
E7545,2091,396,0
E4795,2642,2052,0
E9506,1655,1400,1
E6625,2566,2184,1
E10278,2390,214,1
E2546,615,581,0
E9596,1317,1262,0
E3995,2475,2439,1
E9290,115,555,1
E4286,749,828,1
E1717,1024,1467,0
E9372,1619,757,0
E2994,1363,1804,1
E9073,1851,1755,1
E9946,2581,918,1
E2554,1002,1134,1
E9522,2695,1296,0
E3016,1045,1003,1
E4005,1802,885,1
E4705,1036,941,1
E169,1388,293,1
E3443,2467,2686,0
E102,807,1271,0
E274,39,2645,1
E1292,1476,336,1
E2055,1978,759,0
E3737,609,54,0
E8621,2706,1176,0
E1811,2291,1614,1
E117,1913,484,0
E2633,2420,982,0
E757,2546,1829,1
E4585,2207,412,0
E3776,2546,2698,0
E7927,384,711,0
E7361,2353,1320,0
E10149,210,2659,1
E9297,1052,2192,1
E8660,1628,1983,0
E7746,2263,704,0
E9552,2240,590,1
E1803,2695,2133,1
E3121,1615,1641,0
E10023,302,1620,1
E8659,1335,925,1
E8346,59,2442,0
E6080,2141,1394,0
E2121,1508,1608,0
E4557,209,303,1
E2471,204,1382,1
E3408,1597,2630,0
E7884,2450,2141,1
E2109,610,1911,1
E1655,590,2272,0
E7141,2164,675,1
E8355,1385,1573,0
E2439,2294,1855,0
E8231,1311,2011,1
E6372,2673,2357,0
E6897,2238,22,1
E5276,1383,1229,1
E2502,309,2276,1
E491,1528,2167,1
E10596,2013,2139,1
E10741,1155,1747,1
E1446,2436,59,1
E8548,1462,2421,1
E5665,1329,2147,1
E4297,294,1630,1
E8098,61,1198,0
E1934,1080,2356,1
E8756,1497,575,0
E1997,652,1105,0
E3286,737,369,0
E4379,169,1530,0
E3611,1941,2191,0
E6360,2179,1899,0
E8218,1534,1624,0
E5438,1383,2481,1
E6612,331,1193,0
E8009,1847,2149,1
E10160,1705,1267,0
E2983,1931,1020,1
E8946,865,1603,0
E9393,957,429,0
E7660,2382,1438,1
E6139,50,1125,1
E10369,2686,1634,0
E3750,1863,1432,1
E1308,1603,1311,1
E7442,2366,2537,0
E4946,2111,2604,1
E3710,2384,2360,1
E8984,383,589,1
E3571,1523,425,1
E6013,792,471,1
E7969,2389,1513,1
E9598,1528,2176,0
E4415,168,654,0
E3649,2153,582,1
E792,1314,77,0
E5143,786,2166,0
E3396,742,2369,1
E10358,842,1359,0
E5373,132,361,0
E9162,2358,322,1
E7246,1182,746,0
E7302,42,2669,1
E2033,469,912,1
E6154,2251,2424,1
E7236,1723,2595,0
E3165,2569,1599,0
E5336,1790,2569,0
E6886,354,1697,1
E9160,2238,2126,1
E5413,1687,2438,0
E580,871,111,0
E4952,1660,2106,0
E5075,758,49,0
E5467,2450,1354,1
E7583,2534,1297,1
E2051,2010,2571,1
E6743,207,675,1
E5872,919,266,0
E5168,169,2029,1
E10381,1772,199,0
E6956,2563,394,0
E6466,2420,761,0
E7220,2474,1044,0
E8207,2263,586,0
E375,76,2685,0
E7751,1002,2056,1
E6631,1536,1676,1
E8338,2067,114,1
E2628,1993,2038,0
E3065,58,82,0
E10708,389,1701,1
E1481,2148,2571,0
E6988,2105,2281,1
E1898,1931,665,1
E2657,1086,2597,0
E3064,852,2117,1
E604,2153,1359,1
E10188,1321,2003,1
E3847,2174,419,0
E5015,149,1845,0
E1501,1126,1784,1
E4124,377,2547,0
E1484,936,2315,0
E10712,2222,33,1
E4808,2486,220,1
E1202,354,947,1
E472,845,1710,0
E6524,865,2678,0
E207,245,987,0
E10000,381,2701,1
E2649,1870,1841,0
E5101,2062,43,1
E2240,921,880,0
E7987,2578,1411,0
E4364,316,947,0
E4784,637,2364,1
E8052,871,466,1
E4888,2028,135,0
E3989,171,2243,0
E1182,117,1400,1
E4963,2579,8,1
E6895,1286,1967,0
E1771,619,1026,0
E7689,714,1303,0
E2042,1478,802,1
E1378,1384,2703,1
E10135,754,1811,0
E4846,233,927,0
E10265,204,1711,1
E2063,2148,1270,0
E10165,383,547,0
E10845,1447,2625,1
E5777,661,946,1
E3180,641,257,1
E10815,1526,1445,0
E8775,1311,1188,1
E790,80,2277,0
E6714,1628,2560,0
E1117,1045,313,0
E4155,2211,1638,0
E8233,1779,441,1
E9030,2448,2461,0
E9807,2543,101,0
E10492,511,474,0
E8670,972,2689,0
E3951,354,301,1
E2749,1002,193,1
E1848,1682,989,0
E1941,1647,296,1
E5753,1685,2134,1
E3395,45,632,0
E3601,2099,1873,1
E1674,916,931,0
E10619,1586,1929,0
E10387,275,1836,1
E2656,988,533,1
E1526,662,2140,0
E8013,354,2683,1
E4158,2140,84,0
E4980,96,1714,0
E7292,372,642,1
E4129,2646,403,1
E9516,579,2221,1
E6283,3,2295,0
E10238,2603,270,1
E4460,863,1373,0
E6938,454,805,0
E5043,1565,2522,1
E1168,1766,1796,0
E6816,389,233,1
E3612,774,2031,0
E1181,2453,1991,1
E8138,1534,2160,1
E3330,2109,125,0
E2532,2233,1274,0
E3651,1728,2307,0
E9277,2157,2303,0
E3386,663,1968,0
E6831,770,270,1
E9993,197,654,1
E7533,287,687,1
E5800,2603,1508,0
E8223,415,87,1
E368,1000,2445,1
E5386,1921,379,0
E6755,1560,69,0
E8240,834,1628,0
E8025,1547,1853,1
E4541,473,403,0
E1418,1222,2424,1
E9153,2047,566,1
E9615,389,342,0
E7914,41,174,1
E4026,950,2562,1
E10699,661,1650,1
E1325,1204,600,0
E6100,643,1406,1
E4748,2289,2139,0
E822,4,40,1
E4059,1758,1597,0
E2729,1467,492,1
E8862,2517,2398,1
E228,2609,762,0
E5621,532,702,0
E9898,1615,2133,0
E714,1995,441,0
E2918,737,1426,1
E1475,49,1027,0
E2056,922,1839,0
E4408,32,1667,1
E7127,2348,1847,1
E4935,354,627,1
E7006,404,1497,0
E3269,1383,2489,1
E5705,403,265,0
E5981,749,1760,1
E3073,488,1000,0
E8629,1694,849,0
E4546,120,210,0
E941,1726,1759,0
E10792,1659,646,0
E6492,1758,1468,1
E8193,2401,1204,0
E3969,27,938,1
E7834,540,777,0
E4751,1174,436,1
E5817,714,1276,0
E5256,2504,1110,0
E4215,595,759,1
E841,2439,1026,1
E1434,2652,1175,0
E699,2291,1139,1
E444,2241,1466,0
E3227,510,2431,1
E10180,2578,1837,0
E3986,773,111,1
E4062,2309,2530,1
E6217,1308,2265,1
E2944,1900,952,1
E3568,1195,1423,0
E8898,1684,1291,0
E3688,2525,1457,1
E10536,1423,1199,0
E6611,705,778,1
E3222,301,662,0
E2186,987,1705,0
E510,174,449,0
E8050,2149,347,0
E4146,1365,964,0
E1388,1366,1287,1
E4736,1290,2223,0
E3618,2384,130,1
E918,2032,969,1
E9475,1197,1547,0
E1115,750,1914,0
E10206,869,2422,0
E2172,481,280,0
E3110,2450,1217,1
E3593,1352,2466,0
E5384,1538,2156,0
E2943,1685,1783,1
E8086,1544,2037,1
E9635,75,2199,1
E2495,1328,2079,0
E742,2185,83,0
E8471,751,1004,1
E6310,2554,566,0
E2671,245,1593,0
E582,21,1809,0
E22,1676,2698,0
E10251,1888,146,0
E1379,586,2679,1
E7077,2450,200,1
E1493,2410,1293,1
E6571,886,782,1
E2570,2253,2669,1
E3112,612,2501,0
E2446,905,2486,0
