id,to,from,label
E6405,2563,1296,1
E1539,1731,452,1
E5632,2044,29,1
E6666,2447,1760,1
E1056,239,2141,0
E5552,2695,3120,1
E8047,2420,38,1
E2043,603,2108,1
E1751,1513,65,1
E6229,2350,403,1
E6294,734,1014,1
E8912,3022,1149,0
E1654,634,1423,1
E5597,2842,2938,0
E24,1693,552,0
E3663,1671,883,0
E3523,1794,2001,1
E4751,1063,1158,1
E279,3300,2253,1
E8103,2932,1474,0
E8156,2156,548,0
E4451,1708,228,1
E8214,304,646,0
E8908,1441,3266,1
E8934,2477,1013,1
E5195,1145,787,1
E1619,2891,2259,0
E3617,80,3061,0
E703,331,2230,1
E4230,1110,2726,1
E9003,128,2199,1
E1382,331,2864,0
E6601,350,2861,0
E602,2266,87,0
E6841,3290,1437,0
E263,1839,3037,0
E7377,1938,1511,0
E5471,289,2261,1
E2341,2969,3001,0
E3941,658,703,1
E7288,1079,3290,1
E9126,3137,723,1
E6244,271,2113,1
E7110,1349,228,0
E3186,2674,41,0
E4852,423,1307,0
E8620,2836,1018,1
E3675,49,1974,1
E2912,1017,1779,1
E2257,1017,425,1
E3630,298,2884,1
E7511,2518,2446,0
E3728,1283,366,0
E9145,1457,1260,0
E1339,1657,1540,1
E7438,2410,1686,0
E8120,2616,2497,0
E6765,1350,1469,1
E2655,588,1287,0
E5282,629,2172,0
E3750,3177,1616,1
E5353,1249,1965,0
E4205,253,2647,0
E3773,1249,424,1
E2769,1432,3124,0
E8922,1400,1949,0
E7496,1031,2209,0
E7995,3000,1549,0
E5637,2864,399,1
E9139,2525,119,1
E369,2908,1645,1
E4156,3252,317,0
E1092,1192,281,1
E8632,481,1021,0
E4288,1190,2971,1
E383,1037,701,0
E8495,728,2841,0
E3229,396,1868,0
E4474,2081,2867,0
E3746,2194,2840,0
E8693,2679,532,1
E1894,30,1908,1
E1606,1954,2774,0
E2552,3201,2132,0
E2583,1723,2758,1
E6326,2980,1454,0
E8332,2855,1734,0
E337,1193,1339,0
E2698,685,3184,0
E8986,709,2521,0
E7286,190,3149,0
E4826,987,413,0
E7653,1162,48,1
E321,425,78,1
E1350,2436,3127,1
E1392,1027,133,1
E7277,30,213,1
E9254,2946,1962,1
E1455,1425,15,0
E7510,2475,1527,1
E8639,104,2150,1
E6775,1858,1614,0
E8525,2075,1950,0
E867,2711,951,0
E1379,2286,2168,1
E5863,1541,490,1
E729,3052,764,0
E8349,164,1717,1
E6530,1450,675,1
E8776,1130,1563,0
E4014,1495,754,1
E224,1028,1981,0
E7375,682,2349,0
E6826,2293,696,1
E3604,1451,3006,0
E6764,507,78,1
E1943,2422,103,1
E7782,1393,2977,0
E3826,2611,151,0
E4324,2031,393,1
E3054,421,204,0
E3717,2949,1838,0
E8676,301,1534,0
E5477,269,1477,0
E5113,2984,2556,0
E2743,1621,2773,0
E6139,2904,1557,0
E9041,2635,2628,1
E9397,527,2404,1
E360,3294,1316,0
E2353,987,2180,0
E185,776,2420,0
E8453,1560,2578,0
E3368,843,2911,1
E6965,656,1931,1
E4005,545,2647,0
E2784,16,826,0
E2117,1156,1673,0
E1949,3048,1498,0
E3305,2624,1908,1
E1888,2048,1038,0
E5972,2422,1995,0
E2622,2285,1282,1
E9381,1700,233,0
E8502,2214,3228,0
E6108,491,2682,0
E7518,189,660,0
E1245,1123,1608,1
E9413,779,3075,1
E2832,706,2361,0
E1635,2747,2052,1
E6608,3219,2264,0
E1575,1058,2152,1
E8317,545,2403,1
E6571,1817,1628,0
E236,2431,208,0
E6315,2553,2025,1
E8310,1039,2367,0
E395,3290,1223,1
E3833,2587,814,1
E5923,804,2403,1
E6353,977,783,0
E3531,436,1579,1
E2518,186,1525,0
E5958,779,2247,1
E4091,1501,3142,1
E8334,2556,466,0
E682,695,1494,0
E6575,412,3311,0
E4002,656,943,1
E5773,228,972,1
E7743,968,3082,0
E1632,2837,925,0
E8955,1026,603,0
E3753,596,2629,0
E6289,1011,1467,1
E5386,527,1784,1
E4215,14,1052,1
E6090,3171,196,1
E2556,2471,388,1
E3338,874,1335,0
E6324,1913,2214,0
E3534,823,2232,0
E4435,197,554,1
E856,2972,2930,0
E8557,1084,793,1
E763,1696,2561,1
E6856,2959,2129,1
E3085,724,1417,0
E2426,10,320,0
E2745,456,2156,0
E217,3051,88,0
E5376,2293,1607,1
E9317,3199,836,1
E5185,782,2228,0
E6657,300,2430,1
E643,798,508,1
E22,1746,2725,0
E1699,824,1456,0
E1246,135,3253,0
E2951,485,2642,0
E3867,228,1293,1
E4084,2258,260,1
E5176,2932,2307,0
E422,304,2812,0
E712,1115,2522,1
E1465,1735,502,0
E8791,2481,1013,1
E2191,235,1041,0
E1762,2274,270,0
E2,3113,405,0
E4620,647,2833,1
E6277,1545,2773,0
E3791,2032,1297,0
E5259,2516,62,0
E6753,1529,2231,1
E8015,1825,2915,0
E7668,2035,1361,1
E968,1639,1322,0
E1267,1063,2827,1
E7955,1119,1791,1
E1812,2455,3198,0
E5641,2139,2906,0
E6422,779,849,1
E3530,419,101,1
E4104,2287,1664,1
E7216,1431,2848,0
E1641,890,2420,0
E1483,3039,2093,1
E4267,833,1815,0
E5065,985,1029,1
E1459,2272,1050,0
E3616,1909,2622,0
E1763,1600,2795,0
E4325,751,63,0
E1428,1760,1884,0
E1785,159,209,1
E3776,2895,991,0
E6102,471,2010,1
E3645,813,666,1
E948,949,1896,0
E8915,1352,592,0
E1024,643,2835,1
E3075,2705,573,1
E6050,1405,2923,0
E6831,2266,1478,1
E4756,42,58,0
E710,1127,2029,0
E402,240,756,1
E6840,963,2393,1
E2302,1622,2165,0
E8931,1874,2967,0
E901,1625,1640,1
E1179,1561,1365,1
E2977,3274,977,0
E5011,904,1175,1
E8414,2680,675,1
E9062,2234,1146,1
E6820,643,2598,1
E7633,1567,85,1
E6518,353,2733,1
E58,2514,3260,1
E2316,494,1009,0
E5706,30,3008,1
E2360,1150,2947,0
E7625,799,793,0
E6961,1418,2079,0
E4491,2767,494,0
E7154,1002,2778,1
E5728,1257,1228,1
E251,1508,1849,1
E1852,213,722,1
E2155,1219,1753,0
E672,2128,1853,0
E6113,1283,2700,1
E777,1968,2375,0
E8662,2983,2676,1
E4178,1732,1678,0
E5326,726,1799,0
E7018,1098,341,0
E7368,1514,3036,1
E15,753,1125,0
E6280,2619,924,0
E9210,209,666,0
E6914,91,2949,0
E1120,3143,1893,0
E9401,3229,2687,0
E6231,491,2877,0
E1075,2920,2920,1
E5968,2387,1100,0
E490,2980,2832,0
E6267,1276,956,1
E5474,507,1729,1
E3623,700,553,0
E6173,2674,857,0
E1457,2176,2123,1
E7101,1701,2016,0
E7944,30,3215,1
E8370,3040,99,1
E1492,2421,1988,0
E1436,1502,508,1
E513,3199,3302,1
E2246,734,3195,1
E431,1043,1201,1
E35,1417,391,1
E244,1815,1369,1
E182,771,182,0
E3145,2238,3183,0
E7854,1166,612,1
E7031,2084,1304,0
E3988,2347,1445,0
E5554,1055,2819,0
E2216,3270,3259,0
E5173,2447,2585,1
E4794,1545,1077,1
E6190,3006,2657,1
E8770,1063,1128,1
E5833,914,484,1
E4125,2419,1357,0
E1417,526,414,1
E6416,2472,2259,0
E9414,55,1594,0
E2944,392,1827,0
E2337,167,2446,1
E9336,2483,2778,1
E6609,643,1670,1
E2289,2189,840,0
E1803,2771,1011,0
E5171,2115,1580,1
E9086,1145,731,1
E9310,980,341,1
E508,2153,2532,0
E1208,255,1929,0
E7212,2022,1249,0
E4364,1714,1423,0
E966,1107,1125,1
E994,842,2993,1
E2887,3076,1686,1
E4873,825,2629,0
E4476,51,2392,0
E5269,1122,794,1
E3104,3168,626,0
E3509,2701,242,0
E9367,1727,2219,1
E7733,2984,1044,1
E8942,2747,2140,1
E6395,388,2484,0
E8805,1191,2274,1
E1290,1746,694,0
E6006,362,2711,0
E1354,1284,1752,0
E4596,2035,2375,1
E918,1165,1294,0
E8786,728,77,0
E3397,487,1082,0
E592,2075,588,1
E1441,511,2666,0
E1264,1766,554,0
E5652,1620,119,0
E5884,2103,3207,1
E1686,2973,166,1
E82,285,3177,1
E7627,2079,3093,0
E5361,299,108,0
E4796,1950,15,1
E5754,2624,2825,1
E747,2308,1483,0
E4335,3165,1521,0
E5093,2853,2692,1
E7634,251,2922,1
E401,931,3041,0
E3140,124,3118,0
E5688,3186,1987,0
E3642,340,1384,1
E3769,1518,1500,0
E4149,1260,3058,1
E4606,2242,2370,1
E1052,1145,2215,1
E229,427,2138,1
E4309,3055,804,1
E5565,661,2841,0
E6830,1221,2397,0
E7000,534,839,1
E6336,1816,2264,0
E2738,664,87,0
E66,1889,586,1
E6420,2670,73,0
E4518,275,531,0
E1847,2441,1292,1
E9333,1063,1931,1
E7517,278,291,0
E7896,1305,696,1
E468,134,93,1
E7503,371,231,1
E8483,2798,2066,0
E3872,1063,2443,1
E7502,2316,2316,1
E2035,348,407,0
E1048,2453,190,0
E8489,664,1009,0
E1423,2730,1547,1
E4568,154,2804,0
E3065,209,1608,0
E8765,2576,2720,1
E5814,1563,1261,1
E7265,2056,2801,0
E9,2446,57,1
E3948,3084,2612,1
E173,2273,1074,0
E6119,2732,3268,1
E3148,1020,1755,1
E2513,1729,85,1
E5589,734,749,1
E53,3194,2427,0
E1262,1457,454,0
E334,3189,3138,1
E8731,173,1937,1
E6673,2110,808,1
E4021,676,2230,1
E497,1442,2740,1
E828,296,2414,1
E8628,2588,2004,0
E1158,1051,67,1
E8477,1129,707,0
E7621,1311,32,1
E4162,1701,144,0
E5634,235,51,1
E5416,863,1509,1
E8237,209,735,1
E9015,3068,2549,0
E6436,2184,2615,0
E300,134,922,0
E4318,3246,1739,0
E6947,3185,2101,0
E1682,114,669,0
E7253,3041,986,1
E1684,3251,48,1
E4910,506,2730,0
E8219,95,1262,0
E167,848,1633,1
E3788,172,2872,0
E7153,1092,2432,1
E534,412,3016,1
E472,3012,2149,0
E7256,1640,2771,1
E5431,2514,1971,1
E3937,2285,350,1
E1055,752,805,1
E3308,2918,358,1
E4191,2161,174,1
E160,1406,782,0
E1893,2158,2357,0
E6711,293,1368,1
E6776,531,574,1
E8368,867,3198,0
E4619,727,2128,0
E8748,1104,2549,0
E4041,1978,2633,1
E6620,1267,2390,0
E7217,524,2173,0
E8335,962,594,0
E3426,411,995,1
E4623,464,2171,0
E9030,2279,234,1
E8965,1611,3208,0
E5774,2868,440,0
E7020,1967,2902,1
E4538,2777,1510,1
E9385,2062,349,1
E7279,3085,1187,1
E8785,1912,362,0
E419,1937,548,1
E8331,448,1907,0
E5322,1392,2577,0
E6806,1836,1007,0
E587,2592,1634,1
E8300,1837,2906,1
E5523,2806,3233,1
E2499,2611,960,1
E7321,677,1714,1
E3719,1117,1244,1
E6331,2899,2947,1
E1967,2751,1113,0
E6378,1588,1758,0
E8701,651,2611,1
E8311,3297,209,1
E6995,2301,225,1
E6249,1232,2930,0
E6904,1821,2003,0
E3677,789,1681,0
E4804,1554,1213,1
E4802,1710,965,1
E6169,1705,8,0
E9305,2466,241,1
E7298,2914,445,0
E621,167,3270,1
E3830,2607,1302,0
E3970,378,3199,1
E4505,1659,2121,1
E3165,2340,2344,0
E4552,3250,1540,0
E9387,446,2337,1
E6054,2502,1592,0
E7695,2314,2931,0
E2578,1528,2555,1
E2050,2653,2244,1
E4588,2632,507,0
E304,200,416,1
E8892,285,331,1
E5910,1068,641,0
E1125,3230,37,0
E606,2958,1000,1
E8081,3254,63,1
E2115,1249,971,1
E131,2085,2292,1
E2196,1903,1135,0
E1266,61,2651,0
E8079,2304,2239,0
E9073,983,2646,1
E7747,1525,1847,0
E3088,446,1662,1
E1835,1527,86,0
E7259,458,328,1
E8192,1355,3301,0
E7250,1692,537,0
E4878,1163,2958,1
E143,2220,1492,0
E1879,560,3226,0
E8789,2491,234,1
E8004,2021,607,0
E5351,1271,819,1
E7852,1145,318,1
E5294,312,2667,1
E5016,2785,3164,1
E6456,1790,2883,1
E421,2889,1583,0
E3844,219,1184,0
E4957,803,2234,1
E4077,764,2782,1
E2422,2196,634,1
E3363,1965,1062,0
E8643,2200,1974,1
E2749,581,2053,1
E722,2656,2385,1
E8565,1543,2702,1
E5877,613,1713,1
E6097,12,3176,0
E4446,1060,1242,1
E3369,1884,1777,1
E507,592,385,1
E6761,652,2232,1
E6207,2122,390,1
E7969,122,1475,0
E4225,247,3150,0
E2438,2222,926,0
E6848,585,2823,0
E8810,2974,307,1
E6004,1191,1366,1
E5633,2806,956,1
E37,2650,2711,1
E1279,1531,316,1
E7989,186,583,1
E6225,2292,870,0
E701,847,1800,0
E2021,3038,399,1
E4495,1557,2861,1
E479,1307,718,0
E3672,1033,659,0
E7991,964,2706,0
E7338,2249,101,1
E7088,3171,2524,1
E7781,2220,2194,0
E6466,1591,1940,0
E353,643,2628,1
E539,1059,3268,0
E7708,2540,3186,1
E7745,1941,138,0
E2532,2850,3253,0
E8011,3213,2983,0
E7046,300,3308,0
E2036,1846,2513,0
E4131,989,952,0
E7950,425,3053,1
E8664,2570,134,0
E4048,142,588,0
E5653,278,2227,1
E256,643,2121,1
E5329,721,2299,1
E2088,129,2723,0
E4562,1634,2403,0
E2049,480,2471,1
E8384,2177,783,0
E652,2496,1669,0
E4499,1937,261,1
E1708,2734,628,0
E7599,147,2154,0
E119,216,1603,1
E2072,702,3070,0
E9128,2648,485,1
E7524,1905,388,1
E2037,2063,2831,0
E4810,883,887,1
E1430,209,1247,0
E1745,3308,830,0
E4254,2241,1974,1
E475,1642,1658,0
E984,2442,2232,0
E4743,754,744,1
E2827,1093,2991,1
E7850,769,2926,1
E5028,2466,2683,1
E1804,943,1788,0
E8197,3153,2429,0
E3892,634,99,1
E3295,2652,2823,1
E320,1922,1298,1
E1286,2628,1705,1
E8484,2403,2185,0
E491,752,2926,1
E1519,1010,1345,0
E6669,2420,1598,0
E9189,2682,2698,1
E644,895,3230,1
E349,93,1341,0
E4702,3001,442,0
E7994,2727,2251,1
E1525,1450,2206,0
E826,188,2440,0
E988,239,2574,0
E1681,2546,805,0
E2802,489,150,0
E3538,2532,2919,1
E2208,276,205,0
E6906,3041,2789,1
E1480,2185,712,1
E8783,2268,686,1
E3959,1298,1036,1
E7746,2138,2856,1
E3572,129,2247,0
E197,1583,1650,1
E1453,1535,2786,1
E7593,974,1527,0
E3566,2549,836,0
E6964,2196,668,1
E2779,2994,989,0
E7441,302,931,1
E3489,243,1334,1
E8958,2267,2432,1
E7978,2554,3291,0
E4591,2813,2247,1
E1854,586,1638,1
E8744,1597,1833,0
E4949,1679,1679,1
E5200,2843,2879,0
E2545,532,938,1
E8056,1515,2038,0
E7339,533,868,0
E3748,1856,1675,0
E7439,1695,1052,1
E6441,1434,2185,1
E1555,2686,2465,0
E433,1820,2678,0
E7199,1242,2439,1
E3034,1936,2113,0
E6687,392,132,0
E2138,2795,1710,0
E3594,1351,3209,0
E6382,2625,521,0
E1549,2391,1710,0
E9221,698,1118,0
E9286,90,3267,0
E1772,3300,1720,1
E9252,3009,1141,0
E7608,2489,2130,0
E6419,1039,696,1
E3201,134,1756,0
E8285,1542,2299,1
E6758,1930,1160,0
E6787,3117,839,1
E1424,1145,1218,1
E8858,2574,2957,0
E9368,1074,3049,0
E4395,2343,2986,0
E5890,2289,2875,0
E5862,1144,3117,0
E1234,2056,561,0
E7738,104,2019,0
E5826,1050,2177,0
E2844,2615,3166,0
E3111,3119,3224,0
E2573,2316,1265,1
E3712,2756,2107,0
E6216,1243,3118,0
E4305,3006,783,0
E6896,3243,3078,1
E9215,2316,1724,1
E5699,671,1194,1
E1553,1559,1193,1
E3643,403,904,0
E5155,1349,2663,1
E8829,2359,2100,0
E6659,1914,3228,0
E4363,331,3233,1
E6889,2753,2753,1
E8562,124,2502,1
E4015,1050,2194,1
E6064,2132,1029,0
E1376,2143,2168,1
E4073,216,3180,1
E3362,464,3232,0
E3564,1191,207,0
E8188,1595,91,0
E7315,97,2260,0
E5713,2262,636,0
E5912,2167,2134,0
E3866,3210,680,1
E1999,3195,3297,0
E2669,527,460,1
E5952,1432,684,0
E2371,985,994,1
E5655,2832,2519,1
E3236,2304,2185,1
E9092,2679,1352,1
E7008,2077,2236,0
E177,2189,1879,0
E6679,770,625,0
E4494,2989,770,0
E2693,1190,856,0
E5744,2984,926,0
E6005,1058,1062,1
E1922,2035,3291,0
E2379,2396,1010,1
E3346,2174,2288,1
E8959,2241,2153,1
E8143,1799,582,1
E5068,602,13,1
E9000,2877,1911,0
E5733,1636,400,1
E9232,2957,2115,0
E5540,1305,770,1
E8189,2086,2323,0
E3287,265,651,0
E7056,921,2918,1
E4443,2894,1418,0
E728,307,415,1
E7472,3107,1372,1
E4850,2233,2807,0
E7238,95,2552,1
E2972,716,1528,0
E750,2731,328,0
E8768,734,461,1
E1570,1060,439,1
E2008,2892,2410,1
E5992,25,3246,1
E7539,173,138,1
E1341,22,2159,0
E262,109,2581,0
E3757,14,707,0
E5506,1199,982,0
E6626,1404,547,1
E8987,2433,2299,0
E7770,2659,2395,1
E3068,222,2616,0
E7102,2473,901,1
E5266,1011,1466,1
E570,0,1212,0
E7585,419,191,0
E7280,310,733,1
E7873,2309,2331,0
E8779,2153,3296,1
E861,724,2095,0
E5412,2839,2962,1
E9193,3220,1128,0
E494,1684,1475,0
E2092,527,1933,1
E7578,2392,2912,0
E498,3141,3304,0
E4856,1847,1587,0
E3986,1064,554,0
E1027,2931,481,0
E609,3001,1560,0
E3334,1563,2334,0
E5849,1099,1189,1
E6767,1373,2973,1
E2764,478,127,0
E7480,3201,1180,0
E1603,734,1249,1
E2773,2926,659,0
E6507,133,2585,0
E1760,446,1777,1
E1011,1620,588,1
E2517,2348,1758,1
E4663,2520,468,1
E7177,1829,3095,0
E5071,39,1406,1
E4412,2346,895,0
E8861,2987,420,0
E3863,2106,586,1
E7059,2868,1629,0
E8045,1017,2662,1
E3713,1370,1480,0
E9155,2264,1107,0
E4880,32,1638,1
E5665,2136,2142,0
E8394,1114,821,1
E3688,1636,1200,0
E2610,2406,2450,0
E2660,530,2095,1
E2671,265,338,1
E2718,2911,2116,0
E4366,3107,915,0
E5743,1030,1958,0
E3935,2273,678,0
E7515,1857,1150,1
E269,2030,199,0
E5975,1974,1215,1
E6838,2737,2818,1
E7846,1502,3075,1
E3260,271,2246,1
E3173,1577,340,0
E146,2183,2533,1
E8535,1016,1786,1
E1054,2334,1503,1
E8667,2447,2930,1
E2529,740,3136,1
E2434,363,3107,0
E782,1148,653,0
E8729,1630,3207,1
E4923,2677,2825,0
E4294,1775,1223,0
E5436,1961,1261,0
E6783,190,2326,0
E4787,3006,1023,1
E4365,1640,2526,0
E4396,2868,796,1
E3770,1742,1546,0
E4725,1705,1771,0
E4980,2991,3085,0
E5729,2943,2349,0
E6440,1200,2689,1
E4909,14,2428,0
E8128,1483,1483,1
E4603,1171,3175,1
E1439,1103,2777,0
E8396,899,1933,1
E2908,1106,2662,1
E5203,2972,1781,0
E7800,2727,696,1
E5,163,2755,0
E3446,141,483,0
E449,1366,2516,1
E3460,2243,2837,1
E2985,2201,30,1
E4721,1303,2618,1
E166,190,1912,0
E7289,1191,2720,1
E5704,2218,879,1
E9423,1640,2892,1
E1833,2810,627,0
E4616,295,2912,0
E6692,1480,2210,0
E3412,3162,1103,1
E7470,2815,3279,0
E9202,3019,2600,1
E1991,339,1056,1
E485,598,806,0
E3044,2451,767,0
E4895,1145,3163,1
E8006,1683,953,1
E8200,179,194,0
E2733,814,2764,0
E3680,31,1245,0
E5363,426,1046,0
E1119,560,275,0
E2484,107,2491,0
E1752,3064,2989,0
E5740,2589,1238,1
E6674,1050,2702,1
E3949,2335,2236,1
E3879,1692,254,0
E3626,130,2555,0
E7752,526,2147,0
E3105,1606,1120,0
E9307,279,904,0
E3968,932,1140,1
E4983,672,88,1
E4670,909,831,0
E6014,396,2486,0
E2915,446,2848,1
E5125,3171,2177,1
E630,1170,1466,1
E5287,2262,804,1
E2646,2344,1226,1
E868,802,3096,0
E9060,2459,1702,0
E8328,2266,909,1
E390,3171,2117,1
E6957,2495,2721,1
E4259,1688,813,0
E4803,2435,844,1
E1677,243,387,0
E4186,363,1241,0
E4990,2967,984,1
E2528,480,3220,1
E6850,3001,2749,1
E707,619,1686,0
E5447,1723,1696,0
E1912,2925,1847,1
E3580,2466,23,1
E4677,3275,270,0
E1743,1696,327,1
E3261,2862,800,0
E6951,2392,1775,1
E1944,2939,1383,0
E5100,245,434,0
E4827,1567,415,1
E1241,887,1854,0
E3590,1754,2019,0
E3504,3282,1253,1
E6994,1684,280,1
E3396,189,189,1
E7842,1274,1851,1
E2902,2604,1020,1
E1711,1063,180,1
E7810,772,1020,1
E1600,977,1066,1
E1004,2689,3042,1
E7191,2324,2949,0
E5164,2319,805,1
E3181,3140,1695,0
E8491,2901,745,1
E2524,2624,1233,1
E7398,2728,1869,1
E2471,2634,2508,1
E3071,957,1793,1
E8514,2241,2047,0
E8820,1105,1487,0
E7236,2813,32,1
E8862,107,999,0
E2666,3103,1136,0
E3418,2684,2224,1
E6079,872,2766,1
E8968,2644,1201,1
E1559,1379,2337,1
E6602,60,842,1
E7776,1756,1432,1
E8652,3041,2721,1
E7219,2997,2279,1
E3912,2050,2624,0
E1302,1214,305,1
E7440,2815,2158,1
E333,2248,3237,0
E6158,2729,2488,1
E1764,1589,2708,1
E6213,265,2570,1
E4406,3271,1830,0
E3786,1339,1912,0
E3681,779,2525,1
E1840,2773,2795,0
E7034,2399,950,0
E4136,1732,656,1
E7047,225,1584,0
E8888,1446,2732,0
E64,3033,1836,0
E2629,2888,16,1
E9014,101,1226,1
E5785,158,150,0
E3474,295,1346,1
E2761,1003,2187,0
E5039,2211,2211,1
E843,3273,1743,1
E7789,1833,3210,0
E7182,1666,1258,0
E1520,1979,1588,1
E2949,1224,2966,0
E7158,2401,329,1
E6337,673,1341,1
E5404,2248,224,1
E7723,504,493,1
E297,841,1365,1
E2901,3111,327,1
E7635,510,1169,0
E3215,3234,2682,0
E855,673,2690,1
E9023,1209,2136,0
E4029,1794,915,1
E7598,2946,2323,1
E5114,2396,358,1
E2462,1834,2129,0
E2490,785,1308,0
E3862,2867,665,0
E5528,2680,1170,1
E3806,184,18,0
E3542,3299,2627,0
E4216,498,310,0
E3570,1622,270,0
E8209,1719,316,1
E8974,155,381,0
E2074,3157,2366,0
E5642,1041,994,0
E8932,2136,1109,0
E929,191,941,0
E6376,734,2126,1
E1364,807,3165,1
E5145,3084,2144,1
E1344,2671,3121,0
E7193,2152,490,0
E126,1276,3052,1
E4312,1707,1345,0
E1035,1012,1867,1
E8757,2498,1933,1
E5997,529,1040,0
E463,2939,1619,0
E5522,615,2100,1
E1784,2082,1432,0
E4753,1,2373,1
E2657,2404,2629,0
E567,3273,1604,0
E3805,1908,2221,0
E4311,2026,571,1
E9396,832,1327,1
E8975,676,407,0
E8711,2874,498,0
E7610,114,114,1
E1864,1128,321,0
E7516,2387,2300,0
E6383,2249,3165,0
E4979,3068,2806,0
E4112,440,1584,0
E6179,842,3023,0
E8898,22,142,0
E8000,3008,205,0
E3272,2450,1078,0
E1102,1730,3106,1
E6522,761,1523,0
E1502,421,1910,0
E8694,2618,3024,0
E9209,2523,1857,0
E2185,1260,564,1
E1086,420,2269,0
E9009,740,309,1
E2638,286,1973,0
E5827,527,1101,1
E9299,3027,2769,0
E6261,3291,2894,1
E4069,1726,2819,1
E1811,291,2637,1
E4400,1970,2749,0
E3192,2903,3146,1
E132,3300,1562,0
E3936,19,398,1
E9039,2590,3099,0
E950,2730,1747,1
E7098,932,3213,0
E8883,1919,1377,1
E4672,981,1803,1
E5716,1099,2718,1
E2411,844,502,1
E1900,277,1811,0
E1653,491,334,1
E1988,1068,1428,0
E3263,166,1328,1
E6697,2007,2339,0
E7187,2493,1909,0
E1628,1410,3104,1
E5300,2066,2629,0
E286,2130,2706,0
E7004,669,275,0
E818,30,314,1
E8105,2554,224,0
E328,8,121,0
E1336,1082,3104,0
E5389,907,795,1
E1959,1958,1311,0
E4121,2869,1007,1
E8601,490,2324,0
E5070,579,1777,1
E3668,1753,2492,1
E7122,1700,329,1
E3117,1054,115,0
E2459,1742,1300,0
E2980,1764,1178,1
E9411,255,1869,0
E5776,2509,1683,0
E704,1368,634,0
E6616,3086,3291,0
E9353,1973,915,1
E2331,161,723,0
E3467,1108,1564,0
E56,1846,363,1
E4097,1722,1490,1
E7309,2943,244,0
E458,2576,2771,0
E4899,2874,810,1
E2382,792,2811,1
E3966,2030,69,1
E8095,1410,14,1
E881,252,1387,1
E6332,1023,261,1
E1445,2024,57,0
E7722,2340,1341,0
E4934,2629,2558,1
E7924,662,1019,0
E8055,1020,1020,1
E3417,2709,64,0
E6221,606,415,1
E9165,1308,529,1
E7628,261,225,0
E4945,1677,2235,0
E6069,208,925,1
E2173,2314,3051,0
E6812,3252,420,1
E8618,1516,2183,1
E514,1323,3297,0
E4839,753,1039,1
E8732,926,2147,1
E7477,540,370,0
E7965,1352,2741,1
E6350,2585,2366,0
E2111,128,2220,0
E1256,1058,2373,1
E7970,1039,2620,1
E6012,340,210,1
E1535,982,2223,1
E6544,1847,2193,1
E6565,2855,3296,1
E9273,2931,1938,0
E524,2185,1289,0
E4745,737,874,0
E8597,193,2143,0
E1775,2390,1204,1
E81,1305,2941,0
E695,2287,678,0
E744,1118,1279,0
E4829,2942,1844,0
E5352,202,2158,1
E4359,2487,2853,0
E5210,1357,956,0
E4504,3302,1432,0
E5965,1101,1619,1
E3999,3150,1327,0
E2558,2038,1398,1
E7651,71,1252,0
E5951,1335,2914,0
E3058,3056,2816,1
E5148,538,2277,0
E4454,1964,1977,0
E7128,2420,1509,1
E6537,779,2643,0
E3801,3167,3072,0
E106,568,1585,0
E7141,1817,211,0
E8743,2631,1156,1
E5397,2052,1498,1
E595,1703,3079,1
E1951,3157,338,1
E8432,2027,87,0
E2736,369,2686,0
E6594,1853,2564,1
E340,2615,1206,1
E1099,807,1063,1
E1196,2355,1945,0
E2152,1692,53,1
E9076,1359,233,0
E7348,316,1608,1
E7487,2877,2877,1
E4194,1513,964,1
E615,234,2875,0
E5996,1640,872,0
E7050,3210,1791,1
E3321,2470,1818,0
E5395,1599,2711,0
E3627,2567,1382,0
E3015,146,2468,0
E3660,450,2434,1
E7675,9,1268,1
E2553,459,459,1
E737,793,1006,0
E1351,592,3217,1
E1683,1032,2924,1
E5505,3115,2120,1
E3882,1460,2268,1
E6583,2654,2965,0
E7721,416,850,0
E832,1276,2934,1
E5980,2721,1131,1
E1258,3278,2562,1
E2442,3010,1692,1
E2225,1976,1438,0
E6236,2416,3195,0
E3829,459,1315,0
E717,1693,2915,1
E8175,2110,751,1
E6963,2113,1722,0
E1961,680,2376,1
E9083,547,2303,0
E9194,1469,2203,0
E7750,1819,3194,0
E4730,2368,96,1
E7386,2599,2691,0
E5118,899,1944,1
E8573,1926,1707,0
E7407,3069,79,0
E7581,673,2274,1
E4570,2615,1404,1
E1076,2966,2558,1
E6990,2170,3053,0
E332,1362,969,1
E4302,1393,2673,0
E5679,1671,3289,1
E3631,2336,2016,0
E6477,1028,400,1
E7711,2681,2588,0
E5089,1985,1985,1
E8307,1238,1466,1
E1041,1190,2188,0
E3755,30,2227,1
E6156,479,2056,1
E1904,873,2469,0
E7729,3154,1679,1
E8021,2357,580,0
E693,2331,378,0
E322,3200,3076,1
E7395,2316,2376,1
E1361,206,2901,0
E5335,272,3295,0
E2475,1474,1215,1
E3909,2959,2719,1
E7844,3193,2315,0
E8041,3065,682,1
E2159,305,914,0
E4268,532,524,0
E5220,3186,848,0
E7803,272,735,0
E526,2727,350,1
E8584,1063,2547,1
E4630,706,417,1
E3043,643,254,1
E8906,2498,2778,1
E3280,3137,2079,0
E3683,3243,1093,1
E3348,2519,2779,0
E4862,363,2684,0
